Account Name,DBA,City,State,County,Business License App Category Name,Expire Date
Top to Tail Dog Grooming Inc.,N/A,Littleton,CO,ARAPAHOE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Tortoise and the Hare Common to Exotic Pets LLC,Tortoise and the Hare,Montrose,CO,MONTROSE,Aquarium Only,3/2/2026
Tortoise and the Hare Common to Exotic Pets LLC,Tortoise and the Hare,Montrose,CO,MONTROSE,Retail / Wholesale of Pet Animals,3/2/2026
Tortoise and the Hare Common to Exotic Pets LLC,Tortoise and the Hare,Montrose,CO,MONTROSE,Pet Animal Small Rescue,3/2/2026
Tortoise and the Hare Common to Exotic Pets LLC,Tortoise and the Hare,Montrose,CO,MONTROSE,Pet Animal Small Shelter,3/2/2026
Total Pawfection Dog Grooming LLC,Total Pawfection Dog Grooming,Aurora,CO,ARAPAHOE,Pet Grooming Facility - Mobile Groomer,3/2/2026
Town of Akron,N/A,Akron,CO,WASHINGTON,Pet Animal Small Shelter,3/2/2026
Town of Cheyenne Wells,N/A,Cheyenne Wells,CO,CHEYENNE,Pet Animal Small Shelter,3/2/2026
Town of La Veta Animal Shelter,N/A,La Veta,CO,HUERFANO,Pet Animal Small Rescue,3/2/2026
Town of Limon,Town of Limon Animal Shelter,Limon,CO,LINCOLN,Pet Animal Small Shelter,3/2/2026
Town of Meeker Animal Control Facility,N/A,Meeker,CO,RIO BLANCO,Pet Animal Small Shelter,3/2/2026
Town of Ordway,N/A,Ordway,CO,CROWLEY,Pet Animal Small Shelter,3/2/2026
Town of Platteville,N/A,Platteville,CO,WELD,Pet Animal Small Shelter,3/2/2026
Town of Rangely,Town of Rangely Animal Shelter,Rangely,CO,RIO BLANCO,Pet Animal Small Shelter,3/2/2026
Town of Springfield,N/A,Springfield,CO,BACA,Pet Animal Small Shelter,3/2/2026
Town of Walsh,N/A,Walsh,CO,BACA,Pet Animal Small Shelter,3/2/2026
Town of Westcliffe,Town of Westcliffe Animal Shelter,Westcliffe,CO,CUSTER,Pet Animal Small Shelter,3/2/2026
Tractor Supply Company,"Tractor Supply Company Store #1791,Tractor Supply Company West LLC",Delta,CO,DELTA,Pet Grooming Facility - Self Wash Facility,3/2/2026
Tracy L. Simpson,Dog Gone Kennels,Holyoke,CO,PHILLIPS,Pet Boarding and/or Training,3/2/2026
Tracy L. Thomas,Rocky Mountain Paw Spa,Greeley,CO,WELD,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Training by Terena, LLC",Canine Country School,Gypsum,CO,EAGLE,Pet Boarding and/or Training,3/2/2026
Transporter Tinisha Delivers,N/A,Hutto,TX,OUT OF STATE,Pet Transporter,3/2/2026
Transporter Tinisha Delivers,N/A,Hutto,TX,OUT OF STATE,Pet Handler,3/2/2026
Trevor's Animal Rescue,N/A,Parker,CO,DOUGLAS,Pet Animal Large Rescue,3/2/2026
Tri Town Paws,Tri-Town Paws,Erie,CO,WELD,Pet Boarding and/or Training,3/2/2026
Tri Town Paws,Tri-Town Paws,Erie,CO,WELD,Pet Handler,3/2/2026
TriBullz Club LLC,N/A,Peyton,CO,EL PASO,Small Scale Dog Breeder,3/2/2026
"Triple Five Ventures, LLC",Boarding & Beyond,Aurora,CO,ARAPAHOE,Pet Boarding and/or Training,3/2/2026
"Triple Five Ventures, LLC",Boarding & Beyond,Aurora,CO,ARAPAHOE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Trish's Grooming LLC,N/A,Milliken,CO,WELD,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Tropical Treasures,N/A,Colorado Springs,CO,EL PASO,Aquarium Only,3/2/2026
Troy and Brendas Oasis,K-9 Island,Loveland,CO,LARIMER,Pet Boarding and/or Training,3/2/2026
Trust Evolved Dog Training LLC,N/A,Denver,CO,DENVER,Pet Handler,3/2/2026
T's Tidy Tails LLC,N/A,Thornton,CO,ADAMS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Tub Time Doggie Salon LLC,N/A,Aurora,CO,ARAPAHOE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Tug@YurHart, Inc",N/A,Crawford,CO,DELTA,Large Scale Dog Breeder,3/2/2026
"Tumbleweed Country Kennels, LLC",N/A,Fountain,CO,EL PASO,Pet Boarding and/or Training,3/2/2026
"Tumbleweed Country Kennels, LLC",N/A,Fountain,CO,EL PASO,Pet Handler,3/2/2026
"Tumbleweed Country Kennels, LLC",N/A,Fountain,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Tumbleweed Veterinary Services, PLLC",Longs Peak Animal Hospital,Longmont,CO,BOULDER,Pet Boarding and/or Training,3/2/2026
"Tumbleweed Veterinary Services, PLLC",Longs Peak Animal Hospital,Longmont,CO,BOULDER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Tuxedo Paws, LTD",Tuxedo Paws,Holyoke,CO,PHILLIPS,Pet Boarding and/or Training,3/2/2026
"Tuxedo Paws, LTD",Tuxedo Paws,Holyoke,CO,PHILLIPS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
TW MILES 7 INC,Earthwise Pet,Greeley,CO,WELD,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Twice Purrfect Feline Rescue,N/A,Littleton,CO,JEFFERSON,Pet Animal Small Rescue,3/2/2026
Twisted Tails LLC,Marie Pauciello,Palmer Lake,CO,EL PASO,Pet Grooming Facility - Secondary Facility Owner,3/2/2026
Two Mile High Grooming LLC,N/A,Leadville,CO,LAKE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Two Paws Up,N/A,Arvada,CO,JEFFERSON,Pet Boarding and/or Training,3/2/2026
Two Shepherds LLC,Friendly Paws Pet Grooming Salon,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"UBU, Inc.",The Pooch Mobile,Castle Rock,CO,DOUGLAS,Pet Grooming Facility - Mobile Groomer,3/2/2026
Ultimutt Grooming,N/A,Lakewood,CO,JEFFERSON,Pet Grooming Facility - Mobile Groomer,3/2/2026
Under the Sun Doggie Daycare and Dog Park LLC,Under the Sun Dogs LLC,Colorado Springs,CO,EL PASO,Pet Boarding and/or Training,3/2/2026
Underdog Animal Rescue and Rehab,N/A,Moab,UT,OUT OF STATE,Pet Animal Large Rescue,3/2/2026
Underdog Animal Rescue and Rehab,N/A,Moab,UT,OUT OF STATE,Pet Transporter,3/2/2026
"Underwater Wonders, LLC",Underwater Wonders,Fort Collins,CO,LARIMER,Aquarium Only,3/2/2026
"Union Green Car Wash, LLC",N/A,Lakewood,CO,JEFFERSON,Pet Grooming Facility - Self Wash Facility,3/2/2026
Until They're Home,N/A,Laporte,CO,LARIMER,Pet Animal Small Rescue,3/2/2026
Up Pup and Away Inc,N/A,Commerce City,CO,ADAMS,Pet Animal Small Rescue,3/2/2026
UpDog Mobile Groomer,N/A,Parker,CO,DOUGLAS,Pet Grooming Facility - Mobile Groomer,3/2/2026
Upper Rio Grande Animal Society,Conour Animal Shelter,Monte Vista,CO,RIO GRANDE,Pet Animal Small Shelter,3/2/2026
Ups And Downs Transport LLC,N/A,Colorado Springs,CO,EL PASO,Pet Handler,3/2/2026
Urban Dogg LLC,N/A,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Urban Dogg LLC,Urban Dogg - Uptown,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Urban Sophisticats, LLC",N/A,Littleton,CO,ARAPAHOE,Pet Boarding and/or Training,3/2/2026
"Urban Sophisticats, LLC",N/A,Littleton,CO,ARAPAHOE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Ury Enterprises LLC,Scales 'N Tails Aurora,Aurora,CO,ARAPAHOE,Retail / Wholesale of Pet Animals,3/2/2026
Ury Enterprises LLC,Scales 'N Tails Aurora,Aurora,CO,ARAPAHOE,Small Animal Breeder,3/2/2026
Ury Enterprises LLC,Scales 'N Tails Aurora,Aurora,CO,ARAPAHOE,Pet Animal Small Shelter,3/2/2026
Vail Doggie Day Spa and Lodging Inc.,Vail Doggie Day Spa,Avon,CO,EAGLE,Pet Boarding and/or Training,3/2/2026
Vail Doggie Day Spa and Lodging Inc.,Vail Doggie Day Spa,Avon,CO,EAGLE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Valencia County Animal Control,Valencia County Animal Shelter,Los Lunas,NM,OUT OF STATE,Pet Transporter,3/2/2026
Valentine Dog Training LLC,N/A,Avon,CO,EAGLE,Pet Boarding and/or Training,3/2/2026
Valerie Trujillo,Celestial Pet Services,Pueblo,CO,PUEBLO,Pet Grooming Facility - Mobile Groomer,3/2/2026
Vanessa Anderson,N/A,Florence,CO,FREMONT,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Vanessa Woodall,N/A,Castle Rock,CO,DOUGLAS,Pet Grooming Facility - Mobile Groomer,3/2/2026
Vanity Poms,",Ezmarae Cordova",Westminster,CO,ADAMS,Small Scale Dog Breeder,3/2/2026
"VCA Animal Hospitals, Inc.",VCA Wingate Animal Hospital,Englewood,CO,ARAPAHOE,Pet Boarding and/or Training,3/2/2026
"VCA Animal Hospitals, Inc.",VCA Wingate Animal Hospital,Englewood,CO,ARAPAHOE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"VCA Animal Hospitals, Inc.",VCA Broadway Animal Hospital and Pet Center,Boulder,CO,BOULDER,Pet Boarding and/or Training,3/2/2026
"VCA Animal Hospitals, Inc.",VCA Mountainview Animal Hospital & Pet Lodge,Highlands Ranch,CO,DOUGLAS,Pet Boarding and/or Training,3/2/2026
"VCA Animal Hospitals, Inc.",VCA Northwest Animal Hospital,Colorado Springs,CO,EL PASO,Pet Boarding and/or Training,3/2/2026
"VCA Animal Hospitals, Inc.",VCA Northwest Animal Hospital,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"VCA Animal Hospitals, Inc.",VCA Deer Creek Animal Hospital,Littleton,CO,JEFFERSON,Pet Boarding and/or Training,3/2/2026
"VCA Animal Hospitals, Inc.",VCA Deer Creek Animal Hospital,Littleton,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"VCG Mountain Ridge, LLC",Veterinary Care Group-Mountain Ridge Animal Hospital,Lafayette,CO,BOULDER,Pet Boarding and/or Training,3/2/2026
VCG Overland LLC,Overland Animal Hospital & Pet Resort,Denver,CO,DENVER,Pet Boarding and/or Training,3/2/2026
VCG Overland LLC,Overland Animal Hospital & Pet Resort,Denver,CO,DENVER,Pet Handler,3/2/2026
VCG Overland LLC,Overland Animal Hospital & Pet Resort,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Venheim Consulting Group, Inc.",Premier Car Wash,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Self Wash Facility,3/2/2026
Veronica McGrew,Moose's Muddy Mutts Mobile Grooming,Calhan,CO,EL PASO,Pet Grooming Facility - Mobile Groomer,3/2/2026
Veta Guerra,"Doggie Styling,Puppy Dog Tails",Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
VetCor of Colorado LLC,Uniquely Cats Veterinary Center,Boulder,CO,BOULDER,Pet Boarding and/or Training,3/2/2026
VetCor of Colorado LLC,Castle Rock Cat Hospital,Castle Rock,CO,DOUGLAS,Pet Boarding and/or Training,3/2/2026
VetCor of Colorado LLC,Polo Springs Veterinary Hospital,Colorado Springs,CO,EL PASO,Pet Boarding and/or Training,3/2/2026
VetCor of Colorado LLC,Polo Springs Veterinary Hospital,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
VetCor of Colorado LLC,Red Hill Animal Health Center,Carbondale,CO,GARFIELD,Pet Boarding and/or Training,3/2/2026
VetCor of Colorado LLC,Red Hill Animal Health Center,Carbondale,CO,GARFIELD,Pet Animal Small Shelter,3/2/2026
VetCor of Colorado LLC,Red Hill Animal Health Center,Carbondale,CO,GARFIELD,Pet Grooming Facility - Primary Facility Owner,3/2/2026
VetCor of Colorado LLC,Aspen Grove Veterinary Care,Fort Collins,CO,LARIMER,Pet Boarding and/or Training,3/2/2026
Veterinary Medical Clinic,N/A,Sterling,CO,LOGAN,Pet Boarding and/or Training,3/2/2026
Vicki L Watts,Colorado Jack Russell Terriers,Delta,CO,DELTA,Small Scale Dog Breeder,3/2/2026
Victoria Espinoza,Groomer,Canon City,CO,FREMONT,Independent Contractor (IC) Pet Groomer,3/2/2026
"Vintage Dog Rescue, Inc",N/A,Littleton,CO,JEFFERSON,Pet Animal Small Rescue,3/2/2026
"Volz Enterprises, Inc.",All Pro Dogs K9 Corral,Fort Collins,CO,LARIMER,Pet Boarding and/or Training,3/2/2026
"Volz Enterprises, Inc.",All Pro Dogs K9 Corral,Fort Collins,CO,LARIMER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Von Paws LLC,N/A,Littleton,CO,JEFFERSON,Pet Grooming Facility - Mobile Groomer,3/2/2026
Vroom 'N Groom LLC,N/A,Thornton,CO,ADAMS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
W. O. L. F.,WOLF Sanctuary,Livermore,CO,LARIMER,Pet Animal Sanctuary,3/2/2026
Wag Denver LLC,Wag Denver LLC,Denver,CO,DENVER,Pet Boarding and/or Training,3/2/2026
Wag Denver LLC,Wag Denver LLC,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Wag N Wash / Left Moon Consulting Group,Wag N Wash of Highlands Ranch,Highlands Ranch,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Waggin' Tails Dog Resort LLC,Waggin' Tails Dog Resort and Spa,Northglenn,CO,ADAMS,Pet Boarding and/or Training,3/2/2026
Waggin' Tails Dog Resort LLC,Waggin' Tails Dog Resort and Spa,Northglenn,CO,ADAMS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Waggin' Tails Doggy Day Camp,N/A,Colorado Springs,CO,EL PASO,Pet Boarding and/or Training,3/2/2026
Wagging Dog Rescue,N/A,Colorado Springs,CO,EL PASO,Pet Animal Small Rescue,3/2/2026
Wagging Tails & Angel Wings,The Dog House,Eckert,CO,DELTA,Pet Boarding and/or Training,3/2/2026
Wags & Whiskers Grooming (Petcare) LLC,Wags & Whiskers Grooming,Yuma,CO,YUMA,Pet Boarding and/or Training,3/2/2026
Wags & Whiskers Grooming (Petcare) LLC,Wags & Whiskers Grooming,Yuma,CO,YUMA,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Wags and Whiskers Grooming LLC,N/A,Pueblo West,CO,PUEBLO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Wags N Walks CO Inc.,Wags N Walks Colorado,Franktown,CO,DOUGLAS,Pet Boarding and/or Training,3/2/2026
Wags N Walks CO Inc.,Wags N Walks Colorado,Franktown,CO,DOUGLAS,Pet Handler,3/2/2026
Wags N Walks CO Inc.,Wags N Walks Colorado,Franktown,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Wagz Elevated Pets,N/A,Fort Collins,CO,LARIMER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Walkin' the Dog, Inc.",N/A,Gypsum,CO,EAGLE,Pet Boarding and/or Training,3/2/2026
Wanda S Williams,North La Junta Dog Grooming Bathing,La Junta,CO,OTERO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Wanderlust Dogs Eagle LLC,N/A,Eagle,CO,EAGLE,Pet Boarding and/or Training,3/2/2026
Wanderlust Dogs GS LLC,Wanderlust Dogs Glenwood Springs,Glenwood Springs,CO,GARFIELD,Pet Boarding and/or Training,3/2/2026
Watermill Auto& Pet Wash,WaterMill Auto & Pet Wash,Louisville,CO,BOULDER,Pet Grooming Facility - Self Wash Facility,3/2/2026
"Waterton Canyon K9 Academy, LLC",Dog Training Facility,Littleton,CO,DENVER,Pet Boarding and/or Training,3/2/2026
"Wect Pets, LLC",Whispering Pines Pet Resorts,Longmont,CO,BOULDER,Pet Boarding and/or Training,3/2/2026
"Wect Pets, LLC",Whispering Pines Pet Resorts,Longmont,CO,BOULDER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Wedding Pet Attendant,N/A,Colorado Springs,CO,EL PASO,Pet Handler,3/2/2026
"WellHaven PetHealth CO, LLC",WellHaven Pet Health,Lone Tree,CO,DOUGLAS,Pet Boarding and/or Training,3/2/2026
"Welsch Dog Daycare, LLC",Rover Retreat,Golden,CO,JEFFERSON,Pet Boarding and/or Training,3/2/2026
"Welsch Dog Daycare, LLC",Rover Retreat,Golden,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Wendi L. Elliott,Little Paws on the Prairie,Wellington,CO,LARIMER,Small Scale Dog Breeder,3/2/2026
Wendy Booth,Canine Corner,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Wendy K Jones,N/A,Aurora,CO,ARAPAHOE,Independent Contractor (IC) Pet Groomer,3/2/2026
Wendy M. Robinette,Wendy's Grooming,Bayfield,CO,LA PLATA,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Wendy Mariscal,Chico's Grooming Spa,Niwot,CO,BOULDER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Wendy Mariscal,Chico's Grooming Spa,Frederick,CO,WELD,Pet Grooming Facility - Self Wash Facility,3/2/2026
Western Border Collie Rescue,N/A,Westminster,CO,ADAMS,Pet Animal Small Rescue,3/2/2026
"Western Slope Aquatics & Pets, Inc.",Western Slope Aquatics,Grand Junction,CO,MESA,Aquarium Only,3/2/2026
"Westie Rescue Network, Inc.",N/A,Erie,CO,WELD,Pet Animal Small Rescue,3/2/2026
Wet Mountain Animal Welfare LLC,N/A,Wescliffe,CO,CUSTER,Pet Animal Small Rescue,3/2/2026
What the Fluff grooming by Karen,Mobile Pet groomer,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Mobile Groomer,3/2/2026
"Whimpers to Wags Rescue, Inc.",N/A,Colorado Springs,CO,EL PASO,Pet Animal Small Rescue,3/2/2026
Whiskers Paws & Tails LLC,N/A,Centennial,CO,ARAPAHOE,Pet Grooming Facility - Mobile Groomer,3/2/2026
"Whispering Pines Pet Resort, LLC",N/A,Longmont,CO,BOULDER,Pet Boarding and/or Training,3/2/2026
"Whispering Pines Pet Resort, LLC",N/A,Longmont,CO,BOULDER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
White Face Farm & Retreat LLC,N/A,Hudson,CO,WELD,Pet Boarding and/or Training,3/2/2026
White Face Farm & Retreat LLC,N/A,Hudson,CO,WELD,Pet Grooming Facility - Primary Facility Owner,3/2/2026
White Rose Sanctuary,N/A,Colorado Springs,CO,EL PASO,Pet Animal Small Rescue,3/2/2026
Whitney A. Martenson,Attract Balance Aviary,La Junta,CO,OTERO,Bird Band,3/2/2026
Whole Pets Corporation,N/A,Boulder,CO,BOULDER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"WiggleButts Dog Grooming Salon, LLC",N/A,Fort Collins,CO,LARIMER,Pet Grooming Facility - Mobile Groomer,3/2/2026
Wild Blue Cats!,Wild Blue Animal Rescue and Sanctuary,Colorado Springs,CO,EL PASO,Pet Transporter,3/2/2026
Wild Blue Cats!,Wild Blue Animal Rescue and Sanctuary,Colorado Springs,CO,EL PASO,Pet Animal Small Shelter,3/2/2026
Wild West Pet Rescue & Transport,N/A,Fort Collins,CO,LARIMER,Pet Animal Small Rescue,3/2/2026
Wild Willow Sanctuary,N/A,Kersey,CO,WELD,Pet Animal Sanctuary,3/2/2026
"William C. Aaroe, D.V.M.",Fisher's Peak Veterinary Clinic,Trinidad,CO,LAS ANIMAS,Pet Boarding and/or Training,3/2/2026
"William C. Aaroe, D.V.M.",Fisher's Peak Veterinary Clinic,Trinidad,CO,LAS ANIMAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"William Moyle, Jr.",Lone Tree Veterinary Medical Center,Lone Tree,CO,DOUGLAS,Pet Boarding and/or Training,3/2/2026
"William Moyle, Jr.",Lone Tree Veterinary Medical Center,Lone Tree,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
William Wiley,RandR Grooming,Lakewood,CO,JEFFERSON,Pet Grooming Facility - Secondary Facility Owner,3/2/2026
Wizard of Pawz LLC,N/A,Loveland,CO,LARIMER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
WNW Pet LLC,Wag N Wash,Castle Rock,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
WNW Pet LLC,Wag N Wash,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
WNW Pet LLC,Wag N Wash,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
WNW Pet LLC,Wag N Wash,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
WNW Pet LLC,Wag N Wash,Littleton,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Wolf Wood,N/A,Ignacio,CO,LA PLATA,Pet Animal Small Shelter,3/2/2026
Wolfdog Wash LLC,The Pooch Mobile Aurora West,Aurora,CO,ADAMS,Pet Grooming Facility - Mobile Groomer,3/2/2026
Woof and Willow Company,Woof and Willow Puppy Rescue,Mead,CO,WELD,Pet Animal Large Rescue,3/2/2026
Woof Haus LLC,Woofhaus Wash,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Woof Haus LLC,Woofhaus,Denver,CO,DENVER,Pet Boarding and/or Training,3/2/2026
Woof In Boots,Woof In Boots,Denver,CO,DENVER,Pet Boarding and/or Training,3/2/2026
Woof In Boots,Woof In Boots,Denver,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Woof Logic,N/A,Longmont,CO,BOULDER,Pet Boarding and/or Training,3/2/2026
Woof Logic,N/A,Longmont,CO,BOULDER,Pet Grooming Facility - Mobile Groomer,3/2/2026
Woof Resorts LLC,Woof Resorts,DENVER,CO,DENVER,Pet Boarding and/or Training,3/2/2026
Woof Resorts LLC,Woof Resorts,DENVER,CO,DENVER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Woofies of Castle Rock,Woofies of Castle Rock,Larkspur,CO,DOUGLAS,Pet Grooming Facility - Mobile Groomer,3/2/2026
Woofland Play and Stay,N/A,Colorado Springs,CO,EL PASO,Pet Boarding and/or Training,3/2/2026
Woofland Play and Stay,N/A,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Woolly Bully Inc.,Soggy Dog Grooming,Evergreen,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Woolly Bully Inc.,Soggy Dog Grooming,Evergreen,CO,JEFFERSON,Pet Boarding and/or Training,3/2/2026
"Wrinkle Dog Wash, LLC",Ace Grooming,Centennial,CO,ARAPAHOE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
"Wulfe, Inc.",Smudge Car & Dog Wash,Colorado Springs,CO,EL PASO,Pet Boarding and/or Training,3/2/2026
"Wulfe, Inc.",Smudge Car & Dog Wash,Colorado Springs,CO,EL PASO,Pet Grooming Facility - Primary Facility Owner,3/2/2026
WVP Golden Paws LLC,Grooming at Golden Paws,Golden,CO,JEFFERSON,Pet Grooming Facility - Primary Facility Owner,3/2/2026
WVP Of Colorado LLC,South Park Animal Hospital,Littleton,CO,ARAPAHOE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
WVP of Colorado LLC,Cherrelyn Animal Hospital,Englewood,CO,ARAPAHOE,Pet Boarding and/or Training,3/2/2026
WVP of Colorado LLC,Cherrelyn Animal Hospital,Englewood,CO,ARAPAHOE,Pet Grooming Facility - Primary Facility Owner,3/2/2026
WVP Of Colorado LLC,San Juan Veterinary Clinic,Pagosa Springs,CO,ARCHULETA,Pet Boarding and/or Training,3/2/2026
WVP of Colorado LLC,Altitude Animal Hospital,Highlands Ranch,CO,DOUGLAS,Pet Grooming Facility - Primary Facility Owner,3/2/2026
WVP of Colorado LLC,Four Paws Pet Hotel & Resort,Fort Collins,CO,LARIMER,Pet Boarding and/or Training,3/2/2026
WVP of Colorado LLC,Four Paws Pet Hotel & Resort,Fort Collins,CO,LARIMER,Pet Grooming Facility - Primary Facility Owner,3/2/2026
Wynot Mobile Grooming,N/A,Sedalia,CO,DOUGLAS,Pet Grooming Facility - Mobile Groomer,3/2/2026
"X and B Pets, Inc.",Perfect Pets,Centennial,CO,ARAPAHOE,Retail / Wholesale of Pet Animals,3/2/2026
"X and B Pets, Inc.",Perfect Pets,Centennial,CO,ARAPAHOE,Pet Animal Small Shelter,3/2/2026
Yael Caspersen,N/A,Rollinsville,CO,GILPIN,Independent Contractor (IC) Pet Groomer,3/2/2026
